的	[白勹丶Ⓨ,rqyy,de_dí_dì]
獒	[龶ク攵犬,gqtd,áo]
殂	[一夕冃一,gqeg,cú]
辁	[车人王Ⓖ,lwgg,quán]
戗	[人㔾戈Ⓣ,wbat,qiāng_qiàng]
戤	[乃又皿戈,ecla,gài]
甏	[士口丷㇈,fkun,bèng_bàng]
攴	[⺊又Ⓤ,hcu,pū]
昃	[曰厂人Ⓤ,jdwu,zè]
昴	[曰氏丿卩,jqtb,mǎo]
胲	[月亠𠃊人,eynw,hǎi]
脞	[月人人土,ewwf,cuǒ]
脬	[月爫子Ⓖ,eebg,pāo]
脘	[月宀二儿,epfq,wǎn_guǎn]
腠	[月三人大,edwd,còu]
腽	[月曰皿Ⓖ,ejlg,wà]
腭	[月口口㇉,ekkn,è]
膣	[月宀八土,epwf,zhì]
旆	[方𠂉一丨,ytgh,pèi]
煺	[火彐𧘇辶,ovep,tuì]
礓	[石一田一,dglg,jiāng]
礤	[石艹癶小,dawi,cǎ]
盱	[目一十Ⓗ,hgfh,xū]
眍	[目匚ㄨⓎ,haqy,kōu]
眭	[目土土Ⓖ,hffg,guì_suī]
眵	[目夕夕Ⓨ,hqqy,chī]
鹎	[白丿十一,rtfg,bēi]
瘅	[疒丷曰十,uujf,dàn_dān]
皲	[冖车皮又,plhc,jūn]
虍	[虍七Ⓥ,hav,hū_hǔ]
酲	[西一口王,sgkg,chéng]
鹾	[⺊囗ㄨ工,hlqa,cuó]
跫	[工几丶龰,amyh,qióng]
跽	[口止己心,khnn,jì]
踔	[口止⺊早,khhj,chuō]
躔	[口止广土,khyf,chán]
躜	[口止㇒贝,khtm,zuān]
貅	[爫犭亻木,eews,xiū]
觖	[⺈用ユ人,qenw,jué]
雩	[⻗二㇉Ⓑ,ffnb,yú]
龆	[止人凵口,hwbk,tiáo]
隹	[亻圭Ⓖ,wyg,zhuī_cuī_wéi]
鍪	[マ了丿金,cbtq,móu]
鏊	[龶ク攵金,gqtq,ào]
鲒	[魚㇒士口,qgfk,jié]
鲩	[魚㇒宀儿,qgpq,huàn]
鲶	[魚㇒人心,qgwn,nián]
鳜	[魚㇒厂人,qgdw,guì_jué]
鳟	[魚㇒丷寸,qguf,zūn]
饔	[亠糹丿𧘇,yxte,yōng]
黪	[罒土灬彡,lfoe,cǎn]
鼽	[㇒目田九,thlv,qiú]
卮	[斤一㔾Ⓥ,rgbv,zhī]
匚	[匚一㇗,agn,fāng]
劁	[亻圭灬刂,wyoj,qiāo]
侔	[亻厶𠂉丨,wcrh,móu]
傺	[亻癶二小,wwfi,chì]
儇	[亻罒一𧘇,wlge,xuān]
佥	[人一兴Ⓕ,wgif,qiān]
勹	[勹㇒𠃌,qtn,bāo]
亠	[亠丶一,yyg,tóu]
谘	[讠冫⺈口,yuqk,zī]
谠	[讠⺌冖儿,yipq,dǎng]
墼	[一曰十土,gjff,jī]
圮	[土己Ⓝ,fnn,pǐ]
垤	[土一厶土,fgcf,dié]
垲	[土山己Ⓝ,fmnn,kǎi]
垴	[土文凵Ⓗ,fybh,nǎo]
埙	[土口贝Ⓨ,fkmy,xūn]
埯	[土大曰乚,fdjn,ǎn_yǎn]
埤	[土白丿十,frtf,pí_pì]
堋	[土月月Ⓖ,feeg,péng_bèng]
埭	[土彐氺Ⓨ,fviy,dài]
墚	[土氵刀木,fivs,liáng]
艹	[艹一丨丨,aghh,ǎo_cǎo]
芏	[艹土Ⓕ,aff,dù]
芴	[艹勹〃Ⓡ,aqrr,wù_hū]
芤	[艹孑乚Ⓑ,abnb,kōu]
茇	[艹犬又Ⓤ,adcu,bá]
苠	[艹尸弋Ⓑ,anab,mín]
茼	[艹冂一口,amgk,tóng]
莛	[艹㇒士廴,atfp,tíng]
茺	[艹亠厶儿,aycq,chōng]
荭	[艹纟工Ⓕ,axaf,hóng]
萁	[艹卄三八,aadw,qí]
菝	[艹扌犬又,ardc,bá]
萆	[艹白丿十,artf,bì]
菸	[艹方人Ⓤ,aywu,yān_yū]
菀	[艹宀夕㔾,apqb,wǎn_yùn_yù]
葙	[艹木目Ⓕ,ashf,xiāng]
蒈	[艹匕匕白,axxr,kǎi]
葸	[艹田心Ⓤ,alnu,xǐ]
蓠	[艹文凵厶,aybc,lí]
蒡	[艹六冖方,aupy,bàng]
彡	[彡丿丿丿,ettt,shān_xiǎn]
犭	[犭㇒Ⓔ,qte,quǎn]
夂	[夂㇒フ㇏,ttny,zhǐ_zhōng]
饣	[⺈㇙Ⓑ,qnb,shí]
饫	[⺈㇙㇒大,qntd,yù]
庋	[广十又Ⓘ,yfci,guǐ]
廒	[广龶ク攵,ygqt,áo]
忄	[忄丶丨丶,nyhy,xīn]
忭	[忄亠卜Ⓨ,nyhy,biàn]
惝	[忄⺌冂口,nimk,chǎng_tǎng]
愀	[忄禾火Ⓨ,ntoy,qiǎo]
慊	[忄丷彐亦,nuvo,qiàn_qiè]
闼	[门大辶Ⓘ,udpi,tà]
泐	[氵阝力Ⓝ,ibln,lè]
沭	[氵木丶Ⓨ,isyy,shù]
潆	[氵艹冖小,iapi,yíng]
漤	[氵木木女,issv,lǎn]
漶	[氵口口心,ikkn,huàn]
濡	[氵⻗丆Ⓙ,ifdj,rú]
宀	[宀丶丶乛,pyyn,mián]
宓	[宀心丿Ⓡ,pntr,mì_fú]
褰	[宀二〢𧘇,pfje,qiān]
逄	[夂ヰ丨辶,tahp,páng]
逑	[十氺丶辶,fiyp,qiú]
逭	[宀コ丨辶,pnhp,huàn]
遄	[山丆冂辶,mdmp,chuán]
遘	[二〢一辶,fjgp,gòu]
彖	[彑豕Ⓤ,xeu,tuàn]
屦	[尸彳米女,ntov,jù]
琊	[王ヰ㇚阝,gahb,yá]
珧	[王氺儿Ⓝ,giqn,yáo]
琏	[王车辶Ⓨ,glpy,liǎn]
曛	[日㇒一灬,jtgo,xūn]
曜	[日羽亻圭,jnwy,yào]
曩	[曰亠口𧘇,jyke,nǎng]
牿	[㇒扌㇒口,trtk,gù]
犏	[㇒扌丶卄,trya,piān]
毳	[㇒二乚乚,tfnn,cuì]
毵	[厶大彡乚,cden,sān]
氇	[㇒二乚曰,tfnj,lǔ]
攵	[攵㇒一㇏,ttgy,pū]
敫	[白方攵Ⓨ,ryty,jiǎo_jiào_qiāo]
肟	[月二㇉Ⓝ,efnn,wò]
肜	[月彡Ⓣ,eet,róng_chēn]
肓	[亠㇗冃Ⓕ,ynef,huāng]
肷	[月⺈人Ⓨ,eqwy,qiǎn_xù]
胩	[月上卜Ⓨ,ehhy,kǎ]
胙	[月𠂉丨二,ethf,zuò]
胝	[月氏弋丶,eqay,zhī]
脎	[月ㄨ木Ⓨ,eqsy,sà]
膪	[月六冖口,eupk,chuài_zhà_zhài]
臌	[月士口又,efkc,gǔ]
臁	[月广丷亦,eyuo,lián]
飑	[冂ㄨ勹巳,mqqn,biāo]
灬	[灬丶丶丶,oyyy,huǒ_biāo]
礻	[礻Ⓘ,pyi,shì]
祜	[礻古Ⓖ,pydg,hù]
禚	[礻丷灬,pyuo,zhuó]
恧	[丆冂〢心,dmjn,nǜ]
肀	[彐丨Ⓚ,vhk,yù]
泶	[⺍冖水Ⓤ,ipiu,xué]
砘	[石一凵乚,dgbn,dùn]
砟	[石𠂉丨二,dthf,zhǎ]
硭	[石艹亠㇗,dayn,máng]
硇	[石㇒囗ㄨ,dtlq,náo]
硪	[石㇒扌丿,dtrt,wò_yǐ]
磉	[石又又木,dccs,sǎng]
磴	[石癶一丷,dwgu,dèng]
瞀	[マ了丿目,cbth,mào]
罨	[罒大曰乚,ldjn,yǎn]
钅	[钅㇒一㇙,qtgn,jīn]
钆	[钅乚Ⓝ,qnn,gá]
钭	[钅⺀十Ⓗ,qufh,dǒu_tǒu]
钬	[钅火Ⓨ,qoy,huǒ]
钶	[钅丁口Ⓖ,qskg,kē]
铖	[钅厂𠃌丿,qdnt,chéng]
铥	[钅㇒土厶,qtfc,diū]
铩	[钅ㄨ木Ⓨ,qqsy,shā]
铫	[钅氺儿Ⓝ,qiqn,diào_tiáo_yáo]
铴	[钅氵𠄎Ⓡ,qinr,tàng_tāng]
铽	[钅戈心Ⓨ,qany,tè]
锊	[钅爫寸Ⓨ,qefy,lüè]
锩	[钅丷大㔾,qudb,juǎn]
锼	[钅臼丨又,qvhc,sōu]
镘	[钅曰罒又,qjlc,màn]
镙	[钅田幺小,qlxi,luó]
镢	[钅厂丷人,qduw,jué]
镩	[钅宀八丨,qpwh,cuān]
镱	[钅立曰心,qujn,yì]
稂	[禾丶彐𧘇,tyve,láng]
瓞	[斤厶㇏人,rcyw,dié]
鸫	[七小勹一,aiqg,dōng]
鸸	[丆冂〢一,dmjg,ér]
鸹	[㇒古勹一,tdqg,guā]
鹇	[门木勹一,usqg,xián]
鹋	[艹田勹一,alqg,miáo]
鹛	[尸目勹一,nhqg,méi]
鹨	[羽人彡一,nweg,liù]
鹱	[勹丶㇉又,qync,hù]
疒	[疒丶一㇒,uygg,nè]
疠	[疒丆𠃌Ⓥ,udnv,lì_lài]
痄	[疒𠂉丨二,uthf,zhà]
痃	[疒亠幺Ⓘ,uyxi,xuán]
痖	[疒一卝一,ugog,yǎ]
瘗	[疒一丷土,uguf,yì]
瘕	[疒コ丨又,unhc,jiǎ_xiá_xiā]
瘙	[疒又丶虫,ucyj,sào]
瘛	[疒三丨心,udhn,chì]
癀	[疒龷由八,uamw,huáng]
瘳	[疒羽人彡,unwe,chōu]
癔	[疒立曰心,uujn,yì]
穸	[宀八夕Ⓤ,pwqu,xī]
窀	[宀八一乚,pwgn,zhūn]
窆	[宀八㇒之,pwtp,biǎn]
窭	[宀八米女,pwov,jù]
衤	[衤Ⓘ,pui,yī]
衲	[衤冂人,pumw,nà]
裰	[衤又又,pucc,duō]
耥	[三小⺌口,diik,tǎng_tāng]
虮	[虫几Ⓝ,jmn,jǐ_jī]
虺	[一儿虫Ⓘ,gqji,huǐ_huī]
虼	[虫𠂉乙Ⓝ,jtnn,gè]
蚨	[虫二人Ⓨ,jfwy,fú]
蚧	[虫人〢Ⓗ,jwjh,jiè]
蚰	[虫由Ⓖ,jmg,yóu]
蛳	[虫リ一丨,jjgh,sī]
蛞	[虫㇒古Ⓖ,jtdg,kuò]
蜣	[虫丷龵乚,judn,qiāng]
蜱	[虫白丿十,jrtf,pí]
螋	[虫臼丨又,jvhc,sōu]
蝓	[虫人一刂,jwgj,yú]
螓	[虫三人禾,jdwt,qín]
螯	[龶ク攵虫,gqtj,áo]
螅	[虫㇒目心,jthn,xī]
螭	[虫文凵厶,jybc,chī]
螗	[虫广彐口,jyvk,táng]
蟪	[虫一曰心,jgjn,huì]
蟮	[虫丷羊口,judk,shàn]
蠓	[虫艹冖豕,jape,měng]
蠛	[虫艹罒丿,jalt,miè]
蠼	[虫目目又,jhhc,qú]
笫	[⺮㇒㇉丿,ttnt,zǐ]
笮	[⺮𠂉丨二,tthf,zuó_zé]
笳	[⺮力口Ⓕ,tlkf,jiā]
笾	[⺮力辶Ⓤ,tlpu,biān]
箦	[⺮龶贝Ⓤ,tgmu,zé]
箝	[⺮扌卄二,traf,qián]
篚	[⺮匚三三,tadd,fěi]
篪	[⺮斤虍几,trhm,chí]
簖	[⺮米㇗斤,tonr,duàn]
籀	[⺮扌氏田,trql,zhòu]
舁	[臼廾Ⓙ,vaj,yú]
舴	[㇒舟𠂉二,tetf,zé]
艏	[㇒舟丷目,teuh,shǒu]
粢	[冫冖人米,uqwo,zī_cí]
綮	[丶尸攵小,ynti,qìng_qǐ]
趑	[土龰冫人,fhuw,zī]
酎	[西一寸Ⓨ,sgfy,zhòu]
酴	[西一人禾,sgwt,tú]
醣	[西一广口,sgyk,táng]
鲭	[魚㇒龶冃,qgge,qīng_zhēng]
鲰	[魚㇒耳又,qgbc,zōu]
鞔	[廿革⺈儿,afqq,mán_mèn]
骱	[骨冃人Ⓙ,mewj,jiè_xiè]
髂	[骨冃宀口,mepk,qià]
髌	[骨冃宀八,mepw,bìn]
魃	[白儿厶又,rqcc,bá]
魈	[白儿厶冃,rqce,xiāo]
魍	[白儿厶㇗,rqcn,wǎng]
髟	[镸彡Ⓣ,det,biāo]
麈	[广コ〢王,ynjg,zhǔ]
鼬	[臼㇙⺀由,vnum,yòu]
丨	[丨丨囗囗,hhll,gǔn_shù]
丿	[丿丿囗囗,ttll,piě]
乇	[㇒七Ⓥ,tav,tuō_zhé]
丶	[丶丶囗囗,yyll,zhǔ_diǎn]
刂	[刂丨㇚,jhh,dāo]
冂	[冂丨𠃌,mhn,jiōng]
亻	[亻㇒丨,wth,rén]
冫	[冫丶㇒,uyg,bīng]
冖	[冖丶乛,pyn,mì]
讠	[讠丶㇊,yyn,yán]
卩	[卩𠃌丨,bnh,jié]
阝	[阝㇌丨,bnh,fǔ_fù]
廴	[廴㇋㇏,pny,yǐn_yìn]
凵	[凵㇗丨,bnh,kǎn_qiǎn_qū]
厶	[厶𠃊丶,cny,sī_mǒu]
葜	[艹三丨大,adhd,qiā]
扌	[扌一㇚㇒,rghg,shǒu]
辶	[辶丶㇋㇏,pyny,chuò]
钰	[钅王丶Ⓨ,qgyy,yù]
铞	[钅口冂丨,qkmh,diào]
锍	[钅亠厶,qycq,liǔ]
锓	[钅彐冖又,qvpc,qǐn]
镪	[钅弓口虫,qxkj,qiǎng_qiāng]
稆	[禾口口Ⓖ,tkkg,lǚ]
鸪	[古勹丶一,dqyg,gū]
痂	[疒力口Ⓓ,ulkd,jiā]
袷	[衤人口,puwk,jiá_jié_qiā]
裉	[衤彐𧘇,puve,kèn]
疋	[乛龰Ⓘ,nhi,pǐ_yǎ_shū]
蠊	[虫广丷亦,jyuo,lián]
筇	[⺮工阝Ⓙ,tabj,qióng]
筻	[⺮一曰乂,tgjq,gàng]
艉	[㇒舟尸乚,tenn,wěi]
糸	[幺小Ⓤ,xiu,mì_sī]
鬏	[镸彡禾火,deto,jiū]
𰻝	[宀八言辶,pwyp,biáng,GBK]
丂	[一㇉Ⓥ,gnv,kǎo_qiǎo_yú,GBK]
丄	[丨一Ⓓ,hgd,shàng,GBK]
丅	[一丨Ⓚ,ghk,xià,GBK]
丆	[丆一丿,dgt,hǎn,GBK]
丏	[一丨㇗𠃌,ghnn,miǎn,GBK]
丒	[刀丶一Ⓕ,vygf,chǒu,GBK]
丗	[一〣一Ⓓ,gkgd,shì,GBK]
丟	[王厶Ⓤ,gcu,diū,GBK]
丠	[丬匕一Ⓕ,uxgf,qiū,GBK]
両	[一冂山Ⓚ,gmmk,liǎng,GBK]
丣	[一匚〢コ,gajn,yǒu,GBK]
並	[丷卝一Ⓕ,uogf,bìng,GBK]
丩	[㇙丨Ⓚ,nhk,jiū,GBK]
丮	[⺄二丨Ⓚ,nfhk,jǐ,GBK]
丯	[彡丨Ⓚ,ehk,jiè,GBK]
丱	[㇙〢丨一,njhg,guàn_kuàng,GBK]
丳	[口口〢Ⓚ,kkjk,chǎn,GBK]
丵	[卝一丷十,oguf,zhuó,GBK]
丷	[丷丶㇒,uyt,bā,GBK]
丼	[二〢丶Ⓘ,fjyi,jǐng,GBK]
乀	[㇏㇏囗囗,yyll,fú_piě,GBK]
乁	[乁乁囗囗,yyll,yí_jí,GBK]
乂	[乂丿㇏,qty,yì,GBK]
乄	[㇢㇏Ⓘ,nyi,wǔ,GBK]
乆	[𠃊人Ⓘ,nwi,jiǔ,GBK]
乊	[㇒丷Ⓡ,tur,yī,GBK]
乑	[㇒水Ⓘ,tii,yín_zhòng,GBK]
乕	[斤二冂丨,rfmh,hǔ,GBK]
乗	[㇒一艹木,tgas,chéng_shèng,GBK]
乚	[乚乚囗囗,nnll,háo_yǐ_yà,GBK]
乛	[乛乛囗囗,nnll,yǐ_zhé,GBK]
乢	[山乚Ⓝ,mnn,gài,GBK]
乣	[幺乚Ⓝ,xnn,jiǔ,GBK]
乤	[一卜乙Ⓑ,ghnb,xià,GBK]
乥	[㇒丷乙Ⓑ,tunb,hol,GBK]
乧	[⺀十乙Ⓑ,ufnb,dǒu,GBK]
乨	[厶口乚Ⓝ,cknn,shǐ,GBK]
乪	[乙田Ⓓ,nld,náng_nāng,GBK]
乫	[力口乙Ⓑ,lknb,jiā,GBK]
乬	[匚コ乙Ⓑ,annb,jù,GBK]
乭	[石乙Ⓑ,dnb,shí,GBK]
乮	[氏丿卩乙,qtbn,mǎo,GBK]
乯	[㇒丷㇚乙,tuhn,hū,GBK]
乲	[冫冖人乙,uqwn,cal_zī,GBK]
乴	[扌斤乙Ⓑ,rrnb,xué,GBK]
乵	[辛乚Ⓝ,unn,yǎn,GBK]
乶	[一冃丨乙,gehn,fǔ,GBK]
乷	[氵小丿乙,iitn,shā,GBK]
乸	[也母一Ⓤ,bxgu,nǎ,GBK]
乹	[十早乚Ⓝ,fjnn,qián_gān,GBK]
乺	[斤コ斤乙,rnrn,suǒ,GBK]
乻	[方人⺀乙,ywun,yú,GBK]
乼	[氵丶王乙,iygn,zhù,GBK]
乽	[土丿曰乙,ftjn,zhě,GBK]
乿	[爫幺小乚,exin,zhì_luàn,GBK]
亀	[⺈曰曰乚,qjjn,guī,GBK]
亁	[十曰干乙,fjfn,qián_gān,GBK]
亂	[爫マ冂乚,ecmn,luàn,GBK]
亃	[米夕ヰ乚,oqan,lǐn_lìn_lín,GBK]
亄	[士冖一乚,fpgn,yì,GBK]
亅	[㇚㇚囗囗,hhll,jué,GBK]
亇	[冖㇚Ⓙ,qhj,gè_mā,GBK]
亊	[一丷彐㇚,guvh,shì,GBK]
亐	[二㇉Ⓥ,fnv,yú,GBK]
亖	[二二Ⓕ,fff,sì,GBK]
亗	[山二Ⓕ,mff,suì,GBK]
亙	[一丨㇆一,ghng,gèn_gèng,GBK]
亜	[一口〢一,gkjg,yà,GBK]
亝	[厶厶厶二,cccf,qí_zhāi,GBK]
亞	[一丨一一,ghgg,yā_yà_yǎ,GBK]
亣	[亠〢Ⓙ,yjj,dà_tà,GBK]
亪	[亠亦乁Ⓤ,yoyu,ye,GBK]
亯	[亠曰Ⓕ,yjf,xiǎng,GBK]
亰	[亠曰小Ⓤ,yjiu,jīng,GBK]
亱	[亠亻日一,ywjg,yè,GBK]
亴	[亠冖土九,ypfv,yòu,GBK]
亶	[亠囗口一,ylkg,dǎn_dàn,GBK]
亷	[立丿彐亦,utvo,lián,GBK]
亸	[亠孑丷十,ybuf,duǒ,GBK]
亹	[亠亻二一,ywfg,wěi_mén,GBK]
亼	[人一Ⓕ,wgf,jí,GBK]
亽	[人丶Ⓤ,wyu,jí,GBK]
亾	[人㇗Ⓥ,wnv,wáng,GBK]
仈	[亻八Ⓨ,wwy,bā,GBK]
仌	[人人Ⓤ,wwu,bīng,GBK]
仏	[亻厶Ⓨ,wcy,fó,GBK]
仐	[人十Ⓙ,wfj,jīn_sǎn,GBK]
仒	[人⺀Ⓤ,wuu,bīng_eo,GBK]
仚	[人山Ⓙ,wmj,xiān,GBK]
仛	[亻㇒七Ⓝ,wtan,tuō_chà_duó_zhé,GBK]
仜	[亻工Ⓖ,wag,hóng,GBK]
仠	[亻干Ⓗ,wfh,gǎn_hàn,GBK]
仢	[亻勹丶Ⓨ,wqyy,bó,GBK]
仦	[亻小Ⓨ,wiy,chào,GBK]
仧	[上人Ⓤ,hwu,cháng_zhǎng,GBK]
仩	[亻上Ⓖ,whg,cháng,GBK]
仭	[亻刀㇏Ⓨ,wvyy,rèn,GBK]
仮	[亻斤又Ⓨ,wrcy,fǎn_jiǎ,GBK]
仯	[亻小丿Ⓣ,witt,chào_miǎo,GBK]
仱	[亻人丶㇇,wwyn,qián_jīng,GBK]
仴	[亻月Ⓖ,weg,wò,GBK]
仸	[亻㇒大Ⓨ,wtdy,yǎo_fó,GBK]
仹	[亻三丨Ⓗ,wdhh,fēng,GBK]
仺	[人匚一Ⓕ,wagf,cāng,GBK]
仼	[亻王Ⓖ,wgg,wáng,GBK]
仾	[亻一彑一,wgxg,dī,GBK]
伀	[亻八厶Ⓨ,wwcy,zhōng,GBK]
伂	[亻一冂丨,wgmh,pèi,GBK]
伃	[亻マ了Ⓗ,wcbh,yú_xù_yǔ,GBK]
伄	[亻弓丨Ⓗ,wxhh,diào,GBK]
伅	[亻一凵乚,wgbn,dùn,GBK]
伆	[亻勹〃Ⓣ,wqrt,wěn_wù,GBK]
伇	[亻几又Ⓨ,wmcy,yì,GBK]
伈	[亻心Ⓨ,wny,xǐn,GBK]
伋	[亻乃㇏Ⓨ,weyy,jí,GBK]
伌	[亻厂㔾Ⓝ,wdbn,ài,GBK]
伒	[亻斤Ⓗ,wrh,jìn_yín,GBK]
伓	[亻一个Ⓨ,wgiy,pī,GBK]
伔	[亻冖几Ⓝ,wpmn,dǎn,GBK]
伕	[亻二人Ⓨ,wfwy,fū,GBK]
伖	[亻𠂇又Ⓨ,wdcy,tǎng,GBK]
伜	[亻九十Ⓗ,wvfh,cuì,GBK]
伝	[亻二厶Ⓨ,wfcy,yún_chuán,GBK]
伡	[亻车Ⓗ,wlh,chē_jū,GBK]
伣	[亻冂儿Ⓝ,wmqn,qiàn_xiàn,GBK]
伨	[亻勹冫Ⓖ,wqug,xùn,GBK]
伩	[亻文Ⓨ,wyy,xìn,GBK]
伬	[亻尸㇏Ⓨ,wnyy,chǐ,GBK]
伭	[亻亠幺Ⓨ,wyxy,xián_xuán,GBK]
伮	[亻女又Ⓨ,wvcy,nú_nǔ,GBK]
伱	[亻人小Ⓨ,wwiy,nǐ,GBK]
伳	[亻廿㇗Ⓝ,wann,xiè,GBK]
伵	[亻四Ⓖ,wlg,xù,GBK]
伷	[亻由Ⓖ,wmg,zhòu,GBK]
伹	[亻冃一Ⓖ,wegg,qū_zù,GBK]
伻	[亻一丷丨,wguh,bēng,GBK]
伾	[亻一个一,wgig,pī,GBK]
伿	[亻口八Ⓨ,wkwy,yì,GBK]
佀	[亻丨ココ,whnn,sì,GBK]
佁	[亻厶口Ⓖ,wckg,yǐ_chì_sì,GBK]
佂	[亻一止Ⓖ,wghg,zhēng,GBK]
佄	[亻卄二Ⓖ,wafg,hān_gàn,GBK]
佅	[亻二小Ⓨ,wfiy,mài,GBK]
佇	[亻宀丁Ⓗ,wpsh,zhù,GBK]
佈	[亻𠂇冂丨,wdmh,bù,GBK]
佉	[亻土厶Ⓨ,wfcy,qū,GBK]
佊	[亻皮又Ⓨ,whcy,bǐ,GBK]
佋	[亻刀口Ⓖ,wvkg,zhāo_shào_sháo,GBK]
佌	[亻止匕Ⓝ,whxn,cǐ,GBK]
佒	[亻冂大Ⓨ,wmdy,yǎng_yāng,GBK]
佔	[亻⺊口Ⓖ,whkg,zhàn_diān,GBK]
佖	[亻心丿Ⓣ,wntt,bì,GBK]
佡	[亻人山Ⓗ,wwmh,xiān,GBK]
佢	[亻匚コⒼ,wang,qú,GBK]
佦	[亻石Ⓖ,wdg,yòu_shi,GBK]
佨	[亻勹巳Ⓝ,wqnn,bāo,GBK]
佪	[亻囗口Ⓖ,wlkg,huí_huái,GBK]
佫	[亻夂口Ⓖ,wtkg,gé_hè,GBK]
佭	[亻夂ヰ丨,wtah,xiáng,GBK]
佮	[亻人一口,wwgk,gé,GBK]
佱	[人二止Ⓕ,wfhf,fǎ,GBK]
佲	[亻夕口Ⓖ,wqkg,mǐng,GBK]
併	[亻丷廾Ⓗ,wuah,bìng,GBK]
佷	[亻彐𧘇Ⓨ,wvey,hěn,GBK]
佸	[亻㇒古Ⓖ,wtdg,huó,GBK]
佹	[亻⺈厂㔾,wqdb,guǐ,GBK]
佺	[亻人王Ⓖ,wwgg,quán,GBK]
佽	[亻冫⺈人,wuqw,cì,GBK]
侀	[亻一廾刂,wgaj,xíng,GBK]
侁	[亻㇒土儿,wtfq,shēn,GBK]
侂	[亻广㇒七,wyta,tuō,GBK]
侅	[亻亠𠃊人,wynw,gāi,GBK]
來	[木人人Ⓘ,swwi,lái,GBK]
侇	[亻一弓人,wgxw,yí,GBK]
侊	[亻光儿Ⓝ,wiqn,gōng_guāng,GBK]
侌	[人丶㇇厶,wync,yīn,GBK]
侎	[亻米Ⓨ,woy,mǐ,GBK]
侐	[亻㇒皿Ⓖ,wtlg,xù,GBK]
侒	[亻宀女Ⓖ,wpvg,ān,GBK]
侓	[亻彐二丨,wvfh,lù,GBK]
侕	[亻丆冂Ⓙ,wdmj,ér,GBK]
侖	[人一冂卄,wgma,lún,GBK]
侘	[亻宀㇒七,wpta,chà,GBK]
侙	[亻戈工Ⓖ,waag,chì_chī,GBK]
侚	[亻勹日Ⓖ,wqjg,xùn,GBK]
侜	[亻㇒舟Ⓨ,wtey,zhōu,GBK]
侞	[亻女口Ⓖ,wvkg,rú,GBK]
侟	[亻𠂇丨子,wdhb,cún_jiàn,GBK]
価	[亻覀Ⓖ,wsg,sì_jià,GBK]
侢	[亻一冂土,wgmf,dài_zài,GBK]
侤	[亻土丿㇉,wftn,ta,GBK]
侫	[亻亠㇗女,wynv,nìng,GBK]
侭	[亻尸㇏Ⓤ,wnyu,jǐn,GBK]
侰	[亻彐丿口,wvtk,jiǒng,GBK]
侱	[亻口王Ⓖ,wkgg,chěng_tǐng,GBK]
侲	[亻厂二𧘇,wdfe,zhèn_zhēn_chēn,GBK]
侳	[亻人人土,wwwf,zuò,GBK]
侴	[人一㇆刂,wgnj,hào_chǒu,GBK]
侶	[亻口㇒口,wktk,lǚ,GBK]
侷	[亻尸𠃌口,wnnk,jú,GBK]
侸	[亻一口丷,wgku,shù_dōu,GBK]
侹	[亻㇒士廴,wtfp,tǐng,GBK]
侺	[亻山人㇇,wmwn,shèn,GBK]
侻	[亻丷口儿,wukq,tuó_tuì_tuō,GBK]
侼	[亻十冖子,wfpb,bó,GBK]
侽	[亻田力Ⓝ,wlln,nán,GBK]
侾	[亻土丿子,wftb,xiāo,GBK]
俀	[亻爫女Ⓖ,wevg,tuǐ,GBK]
俁	[亻口㇞大,wknd,yǔ,GBK]
係	[亻㇒幺小,wtxi,xì,GBK]
俆	[亻人禾Ⓨ,wwty,xú_shū,GBK]
俇	[亻犭㇒王,wqtg,guàng,GBK]
俈	[亻㇒土口,wtfk,kù,GBK]
俉	[亻五口Ⓖ,wgkg,wù_wú,GBK]
俋	[亻口巴Ⓝ,wkcn,yì,GBK]
俌	[亻一冃丶,wgey,fǔ,GBK]
俍	[亻丶彐𧘇,wyve,liáng_lǎng,GBK]
俒	[亻宀二儿,wpfq,hùn,GBK]
俓	[亻一巛工,wgva,jìng,GBK]
俔	[亻目儿Ⓝ,whqn,qiàn_xiàn,GBK]
俕	[亻宀木Ⓨ,wpsy,sàn,GBK]
俖	[亻一个口,wgik,pěi,GBK]
俙	[亻ㄨ𠂇丨,wqdh,xī,GBK]
俛	[亻⺈口儿,wqkq,fǔ_miǎn,GBK]
俠	[亻大人人,wdww,xiá,GBK]
俢	[亻夂彡Ⓣ,wtet,xiū,GBK]
俤	[亻丷弓丿,wuxt,dì,GBK]
俥	[亻車Ⓗ,wlh,chē_jū,GBK]
俧	[亻士心Ⓨ,wfny,zhì,GBK]
俫	[亻一米Ⓨ,wgoy,lái,GBK]
俬	[亻禾厶Ⓨ,wtcy,sī,GBK]
俰	[亻禾口Ⓖ,wtkg,huò,GBK]
俲	[亻六ㄨ力,wuql,xiào,GBK]
俴	[亻戈戈Ⓣ,waat,jiàn,GBK]
俵	[亻龶𧘇Ⓨ,wgey,biào_biǎo,GBK]
俶	[亻上小又,whic,chù_tì,GBK]
俷	[亻月巴Ⓝ,wecn,fèi,GBK]
俹	[亻一丨一,wghg,yà_yā,GBK]
俻	[亻夂田Ⓖ,wtlg,bèi,GBK]
俼	[亻亠厶冃,wyce,yù,GBK]
俽	[亻斤⺈人,wrqw,xīn,GBK]
俿	[亻虍七几,wham,hǔ_chí,GBK]
